flash_date,product_name,SUM of Tiv,SUM of Quantity_Available,SUM of Quantity_Sold,STR
2024-07-01,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),0,15,0,"0,00%"
2024-07-01,Buy 4 Get 1 FREE: L-Men Protein Crunch BBQ Beef (20gr),132.000,15,2,"13,33%"
2024-07-01,HiLo Active Chocolate 1000gr,2.755.000,30,19,"63,33%"
2024-07-01,HiLo Active Vanilla 1000g - Susu Tinggi Kalsium Lebih Rendah Lemak,1.595.000,30,11,"36,67%"
2024-07-01,HiLo School Chocolate 1000gr - Susu Tinggi Kalsium,2.370.000,15,15,"100,00%"
2024-07-01,HiLo School Vanilla 1000g - Susu Tinggi Kalsium,1.896.000,10,12,"120,00%"
2024-07-01,HiLo School Vanilla Vegiberi 200ml - Ready to Drink (4 Pcs),0,15,0,"0,00%"
2024-07-01,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,3.240.000,20,20,"100,00%"
2024-07-01,HiLo Teen Strawberry Milkshake 500gr - Susu Tinggi Kalsium,0,5,0,"0,00%"
2024-07-01,HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,2.592.000,30,16,"53,33%"
2024-07-01,HiLo Thai Tea 200ml (1 pc) - Ready to Drink,0,10,0,"0,00%"
2024-07-01,NutriSari 4 Rasa Local Package (40 Sch),1.646.700,45,33,"73,33%"
2024-07-01,Tropicana Slim Avocado Coffee (10 Sch) - Tanpa Gula Pasir,208.800,15,6,"40,00%"
2024-07-01,Tropicana Slim Beras Merah Organik 1 KG  - Beras Merah Pulen,368.000,15,10,"66,67%"
2024-07-01,Tropicana Slim Cafe Latte (10 sch) - Kopi Bebas Gula,457.500,15,15,"100,00%"
2024-07-01,Tropicana Slim Classic (50 sch) - Pengganti Gula,425.000,15,10,"66,67%"
2024-07-01,Tropicana Slim Classic Refill 500gr - Pengganti Gula,1.410.500,15,13,"86,67%"
2024-07-01,Tropicana Slim Cookies Package 4 Varian (@5 Sch),488.000,45,5,"11,11%"
2024-07-01,Tropicana Slim Extra Virgin Olive Oil 500ml,2.656.500,30,23,"76,67%"
2024-07-01,Tropicana Slim Mayonnaise Roasted Sesame 200gr,390.000,15,15,"100,00%"
2024-07-01,Tropicana Slim Mint Cocoa (10 Sch) - Minuman Cokelat Bebas Gula,564.000,45,15,"33,33%"
2024-07-01,Tropicana Slim Oat Drink 190ml (4 pcs) - Ready to Drink,1.014.600,45,38,"84,44%"
2024-07-01,Tropicana Slim Sirup Leci - Sirup Bebas Gula,100.500,45,3,"6,67%"
2024-07-01,Tropicana Slim Topping Kental Manis - Sugar FREE,243.600,30,7,"23,33%"
2024-07-01,Twin Pack - HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,2.254.000,30,7,"23,33%"
2024-07-01,Twin Pack: L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein),4.901.000,30,29,"96,67%"
2024-07-01,Twin Pack: Tropicana Slim Classic 50 Sch - Pengganti Gula,256.500,15,3,"20,00%"
2024-07-01,Twin Pack: Tropicana Slim Extra Virgin Olive Oil 500ml,460.000,15,2,"13,33%"
2024-07-01,Twin Pack: Tropicana Slim Hokkaido Cheese Cookies (5 Sch) - Sugar FREE,1.410.500,45,31,"68,89%"
2024-07-01,Twin Pack: Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,3.432.000,30,26,"86,67%"
2024-07-02,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),0,15,0,"0,00%"
2024-07-02,HiLo Active Chocolate 1000gr,747.000,5,5,"100,00%"
2024-07-02,HiLo Gold Vanilla 500gr - Susu Tinggi Kalsium,918.500,45,11,"24,44%"
2024-07-02,HiLo Platinum + HMB 8 Sachet - Susu Tinggi Protein Jaga Massa Otot,0,15,0,"0,00%"
2024-07-02,HiLo School 3+ Strawberry Pop 400gr - Susu dengan Omega 3 (DHA),931.500,25,15,"60,00%"
2024-07-02,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,4.212.000,70,26,"37,14%"
2024-07-02,HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,2.592.000,30,16,"53,33%"
2024-07-02,HiLo Thai Tea 200ml (1 pc) - Ready to Drink,0,10,0,"0,00%"
2024-07-02,L-Men Gain Mass Chocolate 500 gr,1.053.500,30,7,"23,33%"
2024-07-02,NutriSari American Sweet Orange (40 Sch),2.145.700,45,43,"95,56%"
2024-07-02,NutriSari Jeruk Nipis (40 Sch),349.300,15,7,"46,67%"
2024-07-02,NutriSari Jeruk peras (40 Sch),2.245.500,45,45,"100,00%"
2024-07-02,Triple Pack: Tropicana Slim Korean Garlic Butter Cookies (5 Sch),146.000,15,2,"13,33%"
2024-07-02,Triple Pack: Tropicana Slim White Coffee - Kopi Bebas Gula,480.000,15,8,"53,33%"
2024-07-02,Tropicana Slim Collagen Drink Strawberry 200g - Kolagen Bebas Gula,724.000,12,4,"33,33%"
2024-07-02,Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,89.200,15,2,"13,33%"
2024-07-02,Tropicana Slim Extra Virgin Olive Oil 500ml,1.190.000,10,10,"100,00%"
2024-07-02,Tropicana Slim Hokkaido Cheese Cookies + Nutty Chocolate Cookies,139.200,12,2,"16,67%"
2024-07-02,Tropicana Slim Madu 350ml - Bebas Gula,688.000,15,10,"66,67%"
2024-07-02,Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,922.800,27,12,"44,44%"
2024-07-02,Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,0,25,0,"0,00%"
2024-07-02,Tropicana Slim Sirup Orange - Sirup Bebas Gula,0,15,0,"0,00%"
2024-07-02,Tropicana Slim Skim Milk Fiber Pro 500gr - Susu Turunkan Kolesterol,232.000,15,2,"13,33%"
2024-07-02,Twin Pack - HiLo Teen HI PROTEIN Melon 400 g ï¿½ï¿½ï¿½ Susu Kalsium Remaja,0,45,0,"0,00%"
2024-07-02,Twin Pack - HiLo Teen Original 400 gram - Susu Tinggi Kalsium,0,15,0,"0,00%"
2024-07-02,Twin Pack: Tropicana Slim Avocado Coffee (10 Sch) - Tanpa Gula Pasir,208.800,15,3,"20,00%"
2024-07-02,Twin Pack: Tropicana Slim Strawberry Jam 375gr - Selai Bebas Gula,0,15,0,"0,00%"
2024-07-03,12 Pack - Tropicana Slim Oat Drink 190 ml (RTD) - Minuman Bebas Gula,0,13,0,"0,00%"
2024-07-03,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),0,45,0,"0,00%"
2024-07-03,Buy 4 Get 1 FREE: L-Men Protein Crunch BBQ Beef (20gr),132.000,15,2,"13,33%"
2024-07-03,HiLo Active Chocolate 500gr - Susu Tinggi Kalsium,77.000,15,1,"6,67%"
2024-07-03,HiLo Active Vanilla 500gr - Susu Tinggi Kalsium,77.000,15,1,"6,67%"
2024-07-03,HiLo Gold Original (Plain) 500gr - Susu Tinggi Kalsium,0,26,0,"0,00%"
2024-07-03,HiLo Gold Plain 1000gr - Susu Tinggi Kalsium,466.500,30,3,"10,00%"
2024-07-03,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,3.402.000,40,21,"52,50%"
2024-07-03,HiLo Teen HI PROTEIN Melon 400 g ï¿½ï¿½ï¿½ Susu Kalsium Remaja Tinggi Protein,0,15,0,"0,00%"
2024-07-03,HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,0,15,0,"0,00%"
2024-07-03,HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,1.458.000,15,9,"60,00%"
2024-07-03,HiLo Thai Tea 200ml (1 pc) - Ready to Drink,0,10,0,"0,00%"
2024-07-03,L-Men Gain Mass Chocolate 225gr,0,15,0,"0,00%"
2024-07-03,L-Men Gain Mass Chocolate 500 gr,0,30,0,"0,00%"
2024-07-03,L-Men Gain Mass Taro 500gr - Suplemen Olahraga Tinggi Whey Protein,0,15,0,"0,00%"
2024-07-03,L-Men Hi Protein Whey Advanced Cappuccino 250gr,0,15,0,"0,00%"
2024-07-03,L-Men Protein Bar Strongberry 12 Sachet - Snack Bar Tinggi Protein,760.500,30,9,"30,00%"
2024-07-03,Triple Pack: HiLo School Chocolate 10 Sachet - Susu Tinggi Kalsium,1.026.200,45,7,"15,56%"
2024-07-03,Triple Pack: HiLo School Vanilla 10 Sachet - Susu Tinggi Kalsium,293.200,45,2,"4,44%"
2024-07-03,Tropicana Slim Low Fat Milk Korean Strawberry 500gr ï¿½ï¿½ï¿½ Susu Kolagen,0,15,0,"0,00%"
2024-07-03,Tropicana Slim Milk Low Fat Vanilla 500gr,338.000,14,4,"28,57%"
2024-07-03,Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,168.000,30,2,"6,67%"
2024-07-03,Tropicana Slim Oat Drink 190ml (24 pcs) - Ready to Drink,449.700,15,3,"20,00%"
2024-07-03,Tropicana Slim Strawberry jam,760.000,15,10,"66,67%"
2024-07-03,Tropicana Slim Susu Low Fat Macchiato Coffee 500gr - Susu Rendah Lemak,0,15,0,"0,00%"
2024-07-03,Twin Pack: Tropicana Slim Saus Tiram 200ml,0,30,0,"0,00%"
2024-07-04,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),0,15,0,"0,00%"
2024-07-04,HiLo Active Chocolate 1000gr,1.015.000,30,7,"23,33%"
2024-07-04,HiLo Active Vanilla 1000g - Susu Tinggi Kalsium Lebih Rendah Lemak,580.000,30,4,"13,33%"
2024-07-04,HiLo School Chocolate 1000gr - Susu Tinggi Kalsium,790.000,15,5,"33,33%"
2024-07-04,HiLo School Vanilla 1000g - Susu Tinggi Kalsium,1.106.000,10,7,"70,00%"
2024-07-04,HiLo School Vanilla Vegiberi 200ml - Ready to Drink (4 Pcs),0,15,0,"0,00%"
2024-07-04,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,1.296.000,20,8,"40,00%"
2024-07-04,HiLo Teen Coffee Tiramisu 200ml (4 Pcs) - Ready to Drink,0,15,0,"0,00%"
2024-07-04,HiLo Teen Strawberry Milkshake 500gr - Susu Tinggi Kalsium,176.000,5,2,"40,00%"
2024-07-04,HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,2.592.000,30,16,"53,33%"
2024-07-04,NutriSari 4 Rasa Local Package (40 Sch),199.600,45,4,"8,89%"
2024-07-04,Tropicana Slim Avocado Coffee (10 Sch) - Tanpa Gula Pasir,174.000,15,5,"33,33%"
2024-07-04,Tropicana Slim Beras Merah Organik 1 KG  - Beras Merah Pulen,478.400,15,13,"86,67%"
2024-07-04,Tropicana Slim Cafe Latte (10 sch) - Kopi Bebas Gula,396.500,15,13,"86,67%"
2024-07-04,Tropicana Slim Classic (50 sch) - Pengganti Gula,127.500,15,3,"20,00%"
2024-07-04,Tropicana Slim Classic Refill 500gr - Pengganti Gula,0,15,0,"0,00%"
2024-07-04,Tropicana Slim Cookies Package 4 Varian (@5 Sch),585.600,44,6,"13,64%"
2024-07-04,Tropicana Slim Extra Virgin Olive Oil 500ml,808.500,30,7,"23,33%"
2024-07-04,Tropicana Slim Mayonnaise Roasted Sesame 200gr,364.000,15,14,"93,33%"
2024-07-04,Tropicana Slim Mint Cocoa (10 Sch) - Minuman Cokelat Bebas Gula,150.400,45,4,"8,89%"
2024-07-04,Tropicana Slim Oat Drink 190ml (4 pcs) - Ready to Drink,534.000,30,20,"66,67%"
2024-07-04,Tropicana Slim Sirup Leci - Sirup Bebas Gula,0,30,0,"0,00%"
2024-07-04,Twin Pack: L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein),1.014.000,30,6,"20,00%"
2024-07-04,Twin Pack: Tropicana Slim Classic 50 Sch - Pengganti Gula,0,15,0,"0,00%"
2024-07-04,Twin Pack: Tropicana Slim Extra Virgin Olive Oil 500ml,230.000,15,1,"6,67%"
2024-07-04,Twin Pack: Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,2.904.000,30,22,"73,33%"
2024-07-05,HiLo Gold Vanilla 500gr - Susu Tinggi Kalsium,584.500,45,7,"15,56%"
2024-07-05,HiLo Platinum + HMB 8 Sachet - Susu Tinggi Protein Jaga Massa Otot,382.500,15,3,"20,00%"
2024-07-05,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,2.106.000,70,13,"18,57%"
2024-07-05,HiLo Teen Vanilla Caramel 1000 gram - Susu Tinggi Kalsium,648.000,30,4,"13,33%"
2024-07-05,L-Men Gain Mass Chocolate 500 gr,0,12,0,"0,00%"
2024-07-05,NutriSari American Sweet Orange (40 Sch),998.000,45,20,"44,44%"
2024-07-05,NutriSari Jeruk Nipis (40 Sch),0,15,0,"0,00%"
2024-07-05,NutriSari Jeruk peras (40 Sch),1.097.800,45,22,"48,89%"
2024-07-05,Triple Pack: Tropicana Slim White Coffee - Kopi Bebas Gula,180.000,15,3,"20,00%"
2024-07-05,Tropicana Slim Madu 350ml - Bebas Gula,481.600,15,7,"46,67%"
2024-07-05,Tropicana Slim Sirup Orange - Sirup Bebas Gula,100.500,12,3,"25,00%"
2024-07-05,Tropicana Slim Skim Milk Fiber Pro 500gr - Susu Turunkan Kolesterol,348.000,14,3,"21,43%"
2024-07-06,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),745.000,45,5,"11,11%"
2024-07-06,Buy 4 Get 1 FREE: L-Men Protein Crunch BBQ Beef (20gr),0,13,0,"0,00%"
2024-07-06,HiLo Active Chocolate 500gr - Susu Tinggi Kalsium,77.000,15,1,"6,67%"
2024-07-06,HiLo Gold Plain 1000gr - Susu Tinggi Kalsium,311.000,30,2,"6,67%"
2024-07-06,HiLo Teen Chocolate 1000gr - Susu Tinggi Kalsium,2.106.000,20,13,"65,00%"
2024-07-06,HiLo Thai Tea 200ml (1 pc) - Ready to Drink,0,10,0,"0,00%"
2024-07-06,L-Men Gain Mass Chocolate 225gr,0,15,0,"0,00%"
2024-07-06,Triple Pack: HiLo School Chocolate 10 Sachet - Susu Tinggi Kalsium,293.200,15,2,"13,33%"
2024-07-06,Triple Pack: HiLo School Vanilla 10 Sachet - Susu Tinggi Kalsium,733.000,30,5,"16,67%"
2024-07-06,Tropicana Slim Low Fat Milk Korean Strawberry 500gr ï¿½ï¿½ï¿½ Susu Kolagen,261.000,15,3,"20,00%"
2024-07-06,Tropicana Slim Strawberry jam,456.000,15,6,"40,00%"
2024-07-06,Tropicana Slim Susu Low Fat Macchiato Coffee 500gr - Susu Rendah Lemak,169.000,15,2,"13,33%"
2024-07-07,24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),447.000,15,3,"20,00%"
2024-07-07,HiLo Active Chocolate 1000gr,2.900.000,30,20,"66,67%"
2024-07-07,HiLo Active Vanilla 1000g - Susu Tinggi Kalsium Lebih Rendah Lemak,2.030.000,30,14,"46,67%"
2024-07-07,HiLo School Vanilla Vegiberi 200ml - Ready to Drink (4 Pcs),87.600,15,3,"20,00%"
2024-07-07,HiLo Teen Coffee Tiramisu 200ml (4 Pcs) - Ready to Drink,0,15,0,"0,00%"
2024-07-07,HiLo Teen Strawberry Milkshake 500gr - Susu Tinggi Kalsium,264.000,5,3,"60,00%"
2024-07-07,HiLo Thai Tea 200ml (1 pc) - Ready to Drink,0,10,0,"0,00%"
2024-07-07,L-Men Gain Mass Taro 500gr - Suplemen Olahraga Tinggi Whey Protein,142.000,15,1,"6,67%"
2024-07-07,NutriSari 4 Rasa Local Package (40 Sch),499.000,15,10,"66,67%"
2024-07-07,Tropicana Slim Avocado Coffee (10 Sch) - Tanpa Gula Pasir,522.000,15,15,"100,00%"
2024-07-07,Tropicana Slim Beras Merah Organik 1 KG  - Beras Merah Pulen,257.600,10,7,"70,00%"
2024-07-07,Tropicana Slim Cafe Latte (10 sch) - Kopi Bebas Gula,274.500,15,9,"60,00%"
2024-07-07,Tropicana Slim Classic (50 sch) - Pengganti Gula,637.500,15,15,"100,00%"
2024-07-07,Tropicana Slim Classic Refill 500gr - Pengganti Gula,976.500,15,9,"60,00%"
2024-07-07,Tropicana Slim Cookies Package 4 Varian (@5 Sch),488.000,30,5,"16,67%"
2024-07-07,Tropicana Slim Mayonnaise Roasted Sesame 200gr,286.000,15,11,"73,33%"
2024-07-07,Tropicana Slim Mint Cocoa (10 Sch) - Minuman Cokelat Bebas Gula,601.600,30,16,"53,33%"
2024-07-07,Tropicana Slim Sirup Leci - Sirup Bebas Gula,67.000,45,2,"4,44%"
2024-07-07,Tropicana Slim Topping Kental Manis - Sugar FREE,139.200,14,4,"28,57%"
2024-07-07,Twin Pack: L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein),3.042.000,30,18,"60,00%"
2024-07-07,Twin Pack: Tropicana Slim Classic 50 Sch - Pengganti Gula,0,15,0,"0,00%"
2024-07-07,Twin Pack: Tropicana Slim Extra Virgin Olive Oil 500ml,230.000,15,1,"6,67%"
2024-07-07,Twin Pack: Tropicana Slim Hokkaido Cheese Cookies (5 Sch) - Sugar FREE,591.500,13,13,"100,00%"
2024-07-07,Twin Pack: Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,4.356.000,30,33,"110,00%"
