Nama Produk,Produk ID,Harga tokped,Lokasi Gudang,Stok Tersedia,Stok Utama,Stok Diskon,Stok Campaign (Lainnya),Stok Campaign (Kejar Diskon),Stok Campaign (Kejar Diskon Spesial),Stok Campaign (Rilisan Spesial)
HiLo Choco Malt Hi Calcium 10 Sch – Malt Cokelat Susu Berenergi Tinggi,12348968291,18900,Jakarta Cakung,108,0,108,0,0,0,0
HiLo Choco Malt Hi Calcium 10 Sch – Malt Cokelat Susu Berenergi Tinggi,12348968291,18900,Surabaya Osowilangun,17,0,17,0,0,0,0
HiLo Choco Malt Hi Calcium 10 Sch – Malt Cokelat Susu Berenergi Tinggi,12348968291,18900,Bandung Nasution,0,0,0,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,103500,Jakarta Cakung,157,0,157,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,103500,Surabaya Osowilangun,47,0,37,10,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,103500,Medan Amplas,0,0,0,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,103500,Bandung Nasution,31,0,31,0,0,0,0
HiLo Teen Chocolate 500gr - Susu Tinggi Kalsium,502361883,103500,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,22900,Jakarta Cakung,56,0,56,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,22900,Surabaya Osowilangun,12,0,12,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,22900,Medan Amplas,0,0,0,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,22900,Bandung Nasution,7,0,7,0,0,0,0
HiLo Swiss Chocolate (10 Sch) - Minuman Coklat Tinggi Kalsium,516002023,22900,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Chocolate Taro (10 Sch),625890883,18900,Jakarta Cakung,94,0,94,0,0,0,0
HiLo Chocolate Taro (10 Sch),625890883,18900,Surabaya Osowilangun,55,0,55,0,0,0,0
HiLo Chocolate Taro (10 Sch),625890883,18900,Bandung Nasution,19,0,19,0,0,0,0
HiLo Chocolate Taro (10 Sch),625890883,18900,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sweetener Jahe (50 Sch) - Pengganti Gula,1376804416,52800,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sweetener Jahe (50 Sch) - Pengganti Gula,1376804416,52800,Jakarta Cakung,30,0,30,0,0,0,0
Tropicana Slim Sweetener Jahe (50 Sch) - Pengganti Gula,1376804416,52800,Surabaya Osowilangun,18,0,13,5,0,0,0
Tropicana Slim Sweetener Jahe (50 Sch) - Pengganti Gula,1376804416,52800,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sweetener Jahe (50 Sch) - Pengganti Gula,1376804416,52800,Bandung Nasution,19,0,19,0,0,0,0
Twin Pack: HiLo Es Ketan Hitam (10 Sch),1626916748,37800,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Es Ketan Hitam (10 Sch),1626916748,37800,Jakarta Cakung,8,0,8,0,0,0,0
Twin Pack: HiLo Es Ketan Hitam (10 Sch),1626916748,37800,Surabaya Osowilangun,3,0,3,0,0,0,0
Twin Pack: HiLo Es Ketan Hitam (10 Sch),1626916748,37800,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Es Ketan Hitam (10 Sch),1626916748,37800,Bandung Nasution,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Korean Goguma Cookies (5 Sch) - Sugar FREE,2200488234,86400,Surabaya Rungkut,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Korean Goguma Cookies (5 Sch) - Sugar FREE,2200488234,86400,Jakarta Cakung,8,0,8,0,0,0,0
Triple Pack: Tropicana Slim Korean Goguma Cookies (5 Sch) - Sugar FREE,2200488234,86400,Surabaya Osowilangun,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Korean Goguma Cookies (5 Sch) - Sugar FREE,2200488234,86400,Medan Amplas,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Korean Goguma Cookies (5 Sch) - Sugar FREE,2200488234,86400,Bandung Nasution,2,0,2,0,0,0,0
HiLo Multigrain Original 500gr - Susu Bebas Laktosa,3097075376,112600,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Multigrain Original 500gr - Susu Bebas Laktosa,3097075376,112600,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Multigrain Original 500gr - Susu Bebas Laktosa,3097075376,112600,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Multigrain Original 500gr - Susu Bebas Laktosa,3097075376,112600,Bandung Nasution,0,0,0,0,0,0,0
HiLo Teen Original 400gr - Susu Tinggi Kalsium Lebih Rendah Lemak,7167392868,103500,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Teen Original 400gr - Susu Tinggi Kalsium Lebih Rendah Lemak,7167392868,103500,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Teen Original 400gr - Susu Tinggi Kalsium Lebih Rendah Lemak,7167392868,103500,Medan Amplas,0,0,0,0,0,0,0
HiLo Teen Original 400gr - Susu Tinggi Kalsium Lebih Rendah Lemak,7167392868,103500,Bandung Nasution,0,0,0,0,0,0,0
GIFT - Tropicana Slim French Butter Souffle Coffee 10 Sch,11995302265,57700,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Minyak Jagung 946ml (1 Carton / 12 Botol),2335719896,1.44e+06,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Minyak Jagung 946ml (1 Carton / 12 Botol),2335719896,1.44e+06,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Minyak Jagung 946ml (1 Carton / 12 Botol),2335719896,1.44e+06,Bandung Nasution,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (24 Pcs),5846992074,206400,Jakarta Cakung,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (24 Pcs),5846992074,206400,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (24 Pcs),5846992074,206400,Medan Amplas,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (24 Pcs),5846992074,206400,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,292000,Surabaya Osowilangun,5,0,5,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,292000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,292000,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,292000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack (2 Pcs) - Tropicana Slim Milk Low Fat Vanilla 500gr,403501317,292000,Jakarta Cakung,160,0,160,0,0,0,0
Tropicana Slim Sweet Orange 10 Sch - Minuman Jeruk Bebas Gula,752963400,26700,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sweet Orange 10 Sch - Minuman Jeruk Bebas Gula,752963400,26700,Jakarta Cakung,195,0,195,0,0,0,0
Tropicana Slim Sweet Orange 10 Sch - Minuman Jeruk Bebas Gula,752963400,26700,Surabaya Osowilangun,35,0,35,0,0,0,0
Tropicana Slim Sweet Orange 10 Sch - Minuman Jeruk Bebas Gula,752963400,26700,Bandung Nasution,11,0,11,0,0,0,0
L-Men Platinum Choco Latte Box (6 Sch) - 25 gr Potein / Serving,1053561784,134000,Bandung Nasution,15,0,15,0,0,0,0
L-Men Platinum Choco Latte Box (6 Sch) - 25 gr Potein / Serving,1053561784,134000,Surabaya Rungkut,0,0,0,0,0,0,0
L-Men Platinum Choco Latte Box (6 Sch) - 25 gr Potein / Serving,1053561784,134000,Jakarta Cakung,11,0,11,0,0,0,0
L-Men Platinum Choco Latte Box (6 Sch) - 25 gr Potein / Serving,1053561784,134000,Surabaya Osowilangun,8,0,8,0,0,0,0
L-Men Platinum Choco Latte Box (6 Sch) - 25 gr Potein / Serving,1053561784,134000,Medan Amplas,0,0,0,0,0,0,0
L-Men Protein Crunch (2 pcs) + Hokkaido Cheese Cookies (2 box),1695752625,86600,Surabaya Rungkut,0,0,0,0,0,0,0
L-Men Protein Crunch (2 pcs) + Hokkaido Cheese Cookies (2 box),1695752625,86600,Jakarta Cakung,0,0,0,0,0,0,0
L-Men Protein Crunch (2 pcs) + Hokkaido Cheese Cookies (2 box),1695752625,86600,Surabaya Osowilangun,0,0,0,0,0,0,0
L-Men Protein Crunch (2 pcs) + Hokkaido Cheese Cookies (2 box),1695752625,86600,Medan Amplas,0,0,0,0,0,0,0
L-Men Protein Crunch (2 pcs) + Hokkaido Cheese Cookies (2 box),1695752625,86600,Bandung Nasution,4,0,4,0,0,0,0
L-Men Hi Protein 2 Go Chocolate (1 pc) - 12gr Protein / Serving,6811105020,14900,Jakarta Cakung,8,8,0,0,0,0,0
L-Men Hi Protein 2 Go Chocolate (1 pc) - 12gr Protein / Serving,6811105020,14900,Surabaya Osowilangun,3,3,0,0,0,0,0
L-Men Hi Protein 2 Go Chocolate (1 pc) - 12gr Protein / Serving,6811105020,14900,Medan Amplas,0,0,0,0,0,0,0
L-Men Hi Protein 2 Go Chocolate (1 pc) - 12gr Protein / Serving,6811105020,14900,Bandung Nasution,2,2,0,0,0,0,0
HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,502363712,149500,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,502363712,149500,Jakarta Cakung,19,0,19,0,0,0,0
HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,502363712,149500,Surabaya Osowilangun,7,0,7,0,0,0,0
HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,502363712,149500,Medan Amplas,0,0,0,0,0,0,0
HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,502363712,149500,Bandung Nasution,3,0,3,0,0,0,0
Tropicana Slim Madu 350ml - Bebas Gula,810905115,81200,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Madu 350ml - Bebas Gula,810905115,81200,Jakarta Cakung,125,0,125,0,0,0,0
Tropicana Slim Madu 350ml - Bebas Gula,810905115,81200,Surabaya Osowilangun,65,0,65,0,0,0,0
Tropicana Slim Madu 350ml - Bebas Gula,810905115,81200,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Madu 350ml - Bebas Gula,810905115,81200,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Saus Tiram 200ml,2761721642,84000,Bandung Nasution,4,0,4,0,0,0,0
Twin Pack: Tropicana Slim Saus Tiram 200ml,2761721642,84000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Saus Tiram 200ml,2761721642,84000,Jakarta Cakung,35,0,35,0,0,0,0
Twin Pack: Tropicana Slim Saus Tiram 200ml,2761721642,84000,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Saus Tiram 200ml,2761721642,84000,Medan Amplas,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Tropicana Slim Diabtx (100 Sch),7579179664,227500,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Tropicana Slim Diabtx (100 Sch),7579179664,227500,Surabaya Osowilangun,2,0,2,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Tropicana Slim Diabtx (100 Sch),7579179664,227500,Medan Amplas,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate 420gr + Tropicana Slim Diabtx (100 Sch),7579179664,227500,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,26700,Jakarta Cakung,28,0,28,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,26700,Surabaya Osowilangun,20,0,20,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,26700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Salted Caramel Cocoa 4 Sachet,8557551513,26700,Bandung Nasution,7,0,7,0,0,0,0
L-Men Gain Mass Chocolate 225gr,22352412,90500,Surabaya Rungkut,0,0,0,0,0,0,0
L-Men Gain Mass Chocolate 225gr,22352412,90500,Jakarta Cakung,37,0,37,0,0,0,0
L-Men Gain Mass Chocolate 225gr,22352412,90500,Surabaya Osowilangun,21,0,21,0,0,0,0
L-Men Gain Mass Chocolate 225gr,22352412,90500,Medan Amplas,0,0,0,0,0,0,0
L-Men Gain Mass Chocolate 225gr,22352412,90500,Bandung Nasution,3,0,3,0,0,0,0
3 x L-Men Platinum Choco Latte 800gr (25gr Protein/serving) - 5.3 lbs,915233339,1.3179e+06,Bandung Nasution,0,0,0,0,0,0,0
3 x L-Men Platinum Choco Latte 800gr (25gr Protein/serving) - 5.3 lbs,915233339,1.3179e+06,Surabaya Rungkut,0,0,0,0,0,0,0
3 x L-Men Platinum Choco Latte 800gr (25gr Protein/serving) - 5.3 lbs,915233339,1.3179e+06,Jakarta Cakung,0,0,0,0,0,0,0
3 x L-Men Platinum Choco Latte 800gr (25gr Protein/serving) - 5.3 lbs,915233339,1.3179e+06,Surabaya Osowilangun,0,0,0,0,0,0,0
3 x L-Men Platinum Choco Latte 800gr (25gr Protein/serving) - 5.3 lbs,915233339,1.3179e+06,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,103700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,103700,Bandung Nasution,23,0,23,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,103700,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,103700,Jakarta Cakung,22,0,17,5,0,0,0
Tropicana Slim Minyak Sunflower 946ml - Pure Sunflower Oil,1077080498,103700,Surabaya Osowilangun,11,0,11,0,0,0,0
L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),1438538974,144000,Jakarta Cakung,209,0,209,0,0,0,0
L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),1438538974,144000,Surabaya Osowilangun,38,0,38,0,0,0,0
L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),1438538974,144000,Medan Amplas,0,0,0,0,0,0,0
L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),1438538974,144000,Bandung Nasution,16,0,16,0,0,0,0
L-Men Protein Bar Crunchy Chocolate 12 Sch (7g protein / serving),1438538974,144000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,1922600976,207000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,1922600976,207000,Jakarta Cakung,2,0,2,0,0,0,0
Twin Pack: HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,1922600976,207000,Surabaya Osowilangun,1,0,1,0,0,0,0
Twin Pack: HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,1922600976,207000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Popcorn Caramel 500gr - Susu Tinggi Kalsium,1922600976,207000,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack: L-Men Hi Protein Whey Daily Popcorn Caramel 250gr,2025683515,151800,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: L-Men Hi Protein Whey Daily Popcorn Caramel 250gr,2025683515,151800,Jakarta Cakung,7,0,7,0,0,0,0
Twin Pack: L-Men Hi Protein Whey Daily Popcorn Caramel 250gr,2025683515,151800,Surabaya Osowilangun,1,0,1,0,0,0,0
Twin Pack: L-Men Hi Protein Whey Daily Popcorn Caramel 250gr,2025683515,151800,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: L-Men Hi Protein Whey Daily Popcorn Caramel 250gr,2025683515,151800,Bandung Nasution,1,0,1,0,0,0,0
Lokalate Kopi Tape Ketan (10 Sch),2027843708,18300,Surabaya Rungkut,0,0,0,0,0,0,0
Lokalate Kopi Tape Ketan (10 Sch),2027843708,18300,Surabaya Osowilangun,0,0,0,0,0,0,0
Lokalate Kopi Tape Ketan (10 Sch),2027843708,18300,Bandung Nasution,0,0,0,0,0,0,0
W'Dank Bajigur (10 Sch),2050433765,19900,Surabaya Rungkut,0,0,0,0,0,0,0
W'Dank Bajigur (10 Sch),2050433765,19900,Jakarta Cakung,0,0,0,0,0,0,0
W'Dank Bajigur (10 Sch),2050433765,19900,Surabaya Osowilangun,0,0,0,0,0,0,0
W'Dank Bajigur (10 Sch),2050433765,19900,Medan Amplas,0,0,0,0,0,0,0
W'Dank Bajigur (10 Sch),2050433765,19900,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Bumbu Kaldu Ayam Jamur 100gr - Rendah Garam Bebas MSG,6541427667,31500,Jakarta Cakung,103,0,103,0,0,0,0
Tropicana Slim Bumbu Kaldu Ayam Jamur 100gr - Rendah Garam Bebas MSG,6541427667,31500,Surabaya Osowilangun,37,0,37,0,0,0,0
Tropicana Slim Bumbu Kaldu Ayam Jamur 100gr - Rendah Garam Bebas MSG,6541427667,31500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Bumbu Kaldu Ayam Jamur 100gr - Rendah Garam Bebas MSG,6541427667,31500,Bandung Nasution,19,0,19,0,0,0,0
Twin Pack - HiLo Platinum + HMB 8 Sachet - Susu Tinggi Protein,10137015136,303000,Jakarta Cakung,36,0,36,0,0,0,0
Twin Pack - HiLo Platinum + HMB 8 Sachet - Susu Tinggi Protein,10137015136,303000,Surabaya Osowilangun,3,0,3,0,0,0,0
Twin Pack - HiLo Platinum + HMB 8 Sachet - Susu Tinggi Protein,10137015136,303000,Bandung Nasution,1,0,1,0,0,0,0
L-Men Hi Protein Whey Advanced Choco Vanilla 500gr,164062998,204300,Medan Amplas,0,0,0,0,0,0,0
L-Men Hi Protein Whey Advanced Choco Vanilla 500gr,164062998,204300,Bandung Nasution,0,0,0,0,0,0,0
L-Men Hi Protein Whey Advanced Choco Vanilla 500gr,164062998,204300,Surabaya Rungkut,0,0,0,0,0,0,0
L-Men Hi Protein Whey Advanced Choco Vanilla 500gr,164062998,204300,Jakarta Cakung,16,0,16,0,0,0,0
L-Men Hi Protein Whey Advanced Choco Vanilla 500gr,164062998,204300,Surabaya Osowilangun,6,0,6,0,0,0,0
Tropicana Slim Sweetener DIABTX (100 Sachet),526977295,97500,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sweetener DIABTX (100 Sachet),526977295,97500,Jakarta Cakung,151,0,151,0,0,0,0
Tropicana Slim Sweetener DIABTX (100 Sachet),526977295,97500,Surabaya Osowilangun,67,0,67,0,0,0,0
Tropicana Slim Sweetener DIABTX (100 Sachet),526977295,97500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sweetener DIABTX (100 Sachet),526977295,97500,Bandung Nasution,14,0,14,0,0,0,0
Free Bumbu Saus Telur Asin - Tropicana Slim Minyak Kanola 946ml,6683090584,136700,Jakarta Cakung,0,0,0,0,0,0,0
Gimmick Spider Bottle (1 pc),7139881081,50000,Jakarta Cakung,0,0,0,0,0,0,0
L-Men Gain Mass Chocolate 500gr (2pcs) & L-Men Isopower Stargizing,12063403535,484800,Jakarta Cakung,0,0,0,0,0,0,0
L-Men Gain Mass Chocolate 500gr (2pcs) & L-Men Isopower Stargizing,12063403535,484800,Surabaya Osowilangun,0,0,0,0,0,0,0
Spesial Promo - 4 pcs Lokalate Kopi Berondong RTD - Near Expired,13949010285,34000,Surabaya Osowilangun,0,0,0,0,0,0,0
Spesial Promo - 4 pcs Lokalate Kopi Berondong RTD - Near Expired,13949010285,34000,Bandung Nasution,10,0,10,0,0,0,0
Spesial Promo - 4 pcs Lokalate Kopi Berondong RTD - Near Expired,13949010285,34000,Jakarta Cakung,121,0,121,0,0,0,0
GIFT - Sarung Tangan Gym 2024,14350266768,1e+06,Jakarta Cakung,0,0,0,0,0,0,0
L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,1053941746,70200,Surabaya Rungkut,0,0,0,0,0,0,0
L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,1053941746,70200,Jakarta Cakung,28,0,28,0,0,0,0
L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,1053941746,70200,Surabaya Osowilangun,18,0,8,10,0,0,0
L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,1053941746,70200,Medan Amplas,0,0,0,0,0,0,0
L-Men Proteinmix Coffee (6 Sch) - 12gr Protein / Serving,1053941746,70200,Bandung Nasution,10,0,10,0,0,0,0
NutriSari Lemon Tea Powder Drink Refill 400 gram - Teh Rasa Buah Lemon,2985518827,47100,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari Lemon Tea Powder Drink Refill 400 gram - Teh Rasa Buah Lemon,2985518827,47100,Jakarta Cakung,43,0,43,0,0,0,0
NutriSari Lemon Tea Powder Drink Refill 400 gram - Teh Rasa Buah Lemon,2985518827,47100,Surabaya Osowilangun,83,0,73,10,0,0,0
NutriSari Lemon Tea Powder Drink Refill 400 gram - Teh Rasa Buah Lemon,2985518827,47100,Medan Amplas,0,0,0,0,0,0,0
NutriSari Lemon Tea Powder Drink Refill 400 gram - Teh Rasa Buah Lemon,2985518827,47100,Bandung Nasution,9,0,9,0,0,0,0
Paket 2 Bulan - HiLo Gold Plain 1000gr (6) - Susu Tinggi Kalsium,4087256373,1.044e+06,Surabaya Osowilangun,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo Gold Plain 1000gr (6) - Susu Tinggi Kalsium,4087256373,1.044e+06,Bandung Nasution,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo Gold Plain 1000gr (6) - Susu Tinggi Kalsium,4087256373,1.044e+06,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Thai Tea 200ml (1 pc) - Ready to Drink,6811388896,7900,Jakarta Cakung,8,8,0,0,0,0,0
HiLo Thai Tea 200ml (1 pc) - Ready to Drink,6811388896,7900,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Thai Tea 200ml (1 pc) - Ready to Drink,6811388896,7900,Medan Amplas,0,0,0,0,0,0,0
HiLo Thai Tea 200ml (1 pc) - Ready to Drink,6811388896,7900,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Collagen Drink Strawberry 200g - Kolagen Bebas Gula,9321210365,238000,Jakarta Cakung,152,0,132,20,0,0,0
Tropicana Slim Collagen Drink Strawberry 200g - Kolagen Bebas Gula,9321210365,238000,Surabaya Osowilangun,23,0,23,0,0,0,0
Tropicana Slim Collagen Drink Strawberry 200g - Kolagen Bebas Gula,9321210365,238000,Bandung Nasution,0,0,0,0,0,0,0
Spesial Promo - HiLo School Strawberry Cheesecake 500g - Near Expired,10288360830,96400,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,502167488,52800,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,502167488,52800,Jakarta Cakung,151,0,151,0,0,0,0
Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,502167488,52800,Surabaya Osowilangun,51,0,51,0,0,0,0
Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,502167488,52800,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim DIABTX (50 sch) - Pengganti Gula Diabetesi,502167488,52800,Bandung Nasution,37,0,37,0,0,0,0
Twin Pack - HiLo Platinum Original 150 gram (5 Sachet) - Susu Kalsium,8300880938,109800,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack - HiLo Platinum Original 150 gram (5 Sachet) - Susu Kalsium,8300880938,109800,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack - HiLo Platinum Original 150 gram (5 Sachet) - Susu Kalsium,8300880938,109800,Medan Amplas,0,0,0,0,0,0,0
Twin Pack - HiLo Platinum Original 150 gram (5 Sachet) - Susu Kalsium,8300880938,109800,Bandung Nasution,0,0,0,0,0,0,0
HiLo Teen HI PROTEIN Melon 400 g – Susu Kalsium Remaja Tinggi Protein,11892885856,103500,Jakarta Cakung,38,0,38,0,0,0,0
HiLo Teen HI PROTEIN Melon 400 g – Susu Kalsium Remaja Tinggi Protein,11892885856,103500,Surabaya Osowilangun,16,0,16,0,0,0,0
HiLo Teen HI PROTEIN Melon 400 g – Susu Kalsium Remaja Tinggi Protein,11892885856,103500,Bandung Nasution,11,0,11,0,0,0,0
W'Dank Bandrek (10 Sch),1426325857,19900,Surabaya Osowilangun,3,0,3,0,0,0,0
W'Dank Bandrek (10 Sch),1426325857,19900,Medan Amplas,0,0,0,0,0,0,0
W'Dank Bandrek (10 Sch),1426325857,19900,Bandung Nasution,6,0,6,0,0,0,0
W'Dank Bandrek (10 Sch),1426325857,19900,Surabaya Rungkut,0,0,0,0,0,0,0
W'Dank Bandrek (10 Sch),1426325857,19900,Jakarta Cakung,9,0,9,0,0,0,0
Tropicana Slim Shirataki Rice 72gr - Nasi Uduk,2364586155,41000,Jakarta Cakung,38,0,38,0,0,0,0
Tropicana Slim Shirataki Rice 72gr - Nasi Uduk,2364586155,41000,Surabaya Osowilangun,3,0,3,0,0,0,0
Tropicana Slim Shirataki Rice 72gr - Nasi Uduk,2364586155,41000,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Shirataki Rice 72gr - Nasi Uduk,2364586155,41000,Bandung Nasution,19,0,19,0,0,0,0
Tropicana Slim Shirataki Rice 72gr - Nasi Uduk,2364586155,41000,Surabaya Rungkut,0,0,0,0,0,0,0
Triple Pack: Tropicana Slim Goldenmil Vanilla (6 Sch) - Manuka Honey,6126426501,119700,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Kacang Hijau 200ml (1 pc) - Ready to Drink,6811432137,7900,Bandung Nasution,0,0,0,0,0,0,0
Spesial Promo - Tropicana Slim Milk Low Fat Vanilla - Near Expired,11592949886,142000,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack NutriSari Nostalgia Jeruk Manis Pitcher 300g - Botol Kaca,11748571479,110000,Jakarta Cakung,1,0,1,0,0,0,0
Twin Pack NutriSari Nostalgia Jeruk Manis Pitcher 300g - Botol Kaca,11748571479,110000,Surabaya Osowilangun,0,0,0,0,0,0,0
Twin Pack NutriSari Nostalgia Jeruk Manis Pitcher 300g - Botol Kaca,11748571479,110000,Bandung Nasution,0,0,0,0,0,0,0
NutriSari Anggur Hijau (40 Sch) - Minuman Buah Vitamin C Vitamin D,4826933239,62000,Jakarta Cakung,24,0,24,0,0,0,0
NutriSari Anggur Hijau (40 Sch) - Minuman Buah Vitamin C Vitamin D,4826933239,62000,Surabaya Osowilangun,49,0,39,10,0,0,0
NutriSari Anggur Hijau (40 Sch) - Minuman Buah Vitamin C Vitamin D,4826933239,62000,Medan Amplas,0,0,0,0,0,0,0
NutriSari Anggur Hijau (40 Sch) - Minuman Buah Vitamin C Vitamin D,4826933239,62000,Bandung Nasution,52,0,52,0,0,0,0
