Nama Produk,Produk ID,Harga tokped,Lokasi Gudang,Stok Tersedia,Stok Utama,Stok Diskon,Stok Campaign (Lainnya),Stok Campaign (Kejar Diskon),Stok Campaign (Kejar Diskon Spesial),Stok Campaign (Rilisan Spesial)
Tropicana Slim Extra Virgin Olive Oil 500ml,988122092,177000,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Extra Virgin Olive Oil 500ml,988122092,177000,Bandung Nasution,28,0,28,0,0,0,0
Tropicana Slim Extra Virgin Olive Oil 500ml,988122092,177000,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Extra Virgin Olive Oil 500ml,988122092,177000,Jakarta Cakung,282,0,282,0,0,0,0
Tropicana Slim Extra Virgin Olive Oil 500ml,988122092,177000,Surabaya Osowilangun,32,0,22,10,0,0,0
HiLo Es Teler (10 Sch),1613870892,18900,Medan Amplas,0,0,0,0,0,0,0
HiLo Es Teler (10 Sch),1613870892,18900,Bandung Nasution,0,0,0,0,0,0,0
HiLo Es Teler (10 Sch),1613870892,18900,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Es Teler (10 Sch),1613870892,18900,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Es Teler (10 Sch),1613870892,18900,Surabaya Osowilangun,0,0,0,0,0,0,0
HADIAH  - Tropicana Slim Classic (50 sch) ,12277773708,48800,Jakarta Cakung,0,0,0,0,0,0,0
24 Pcs Lokalate Kopi Berondong (Popcorn Latte) 185ml - Kopi Less Sugar,12385313388,204000,Surabaya Osowilangun,0,0,0,0,0,0,0
24 Pcs Lokalate Kopi Berondong (Popcorn Latte) 185ml - Kopi Less Sugar,12385313388,204000,Bandung Nasution,0,0,0,0,0,0,0
24 Pcs Lokalate Kopi Berondong (Popcorn Latte) 185ml - Kopi Less Sugar,12385313388,204000,Jakarta Cakung,0,0,0,0,0,0,0
Paket Less Sugar - NutriSari Jeruk Bali 40 Sachet & NutriSari Belimbing 40 Sachet,14031893115,124000,Jakarta Cakung,3,0,3,0,0,0,0
Paket Less Sugar - NutriSari Jeruk Bali 40 Sachet & NutriSari Belimbing 40 Sachet,14031893115,124000,Surabaya Osowilangun,6,0,6,0,0,0,0
Tropicana Slim Skim Milk Chocolate 500gr - Susu Turunkan Kolesterol,22346389,145900,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Skim Milk Chocolate 500gr - Susu Turunkan Kolesterol,22346389,145900,Jakarta Cakung,59,0,59,0,0,0,0
Tropicana Slim Skim Milk Chocolate 500gr - Susu Turunkan Kolesterol,22346389,145900,Surabaya Osowilangun,9,0,0,9,0,0,0
Tropicana Slim Skim Milk Chocolate 500gr - Susu Turunkan Kolesterol,22346389,145900,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Skim Milk Chocolate 500gr - Susu Turunkan Kolesterol,22346389,145900,Bandung Nasution,18,0,18,0,0,0,0
Tropicana Slim Nutty Chocolate Cookies 200gr - Snack Bebas Gula,22346632,57500,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Nutty Chocolate Cookies 200gr - Snack Bebas Gula,22346632,57500,Jakarta Cakung,138,0,128,10,0,0,0
Tropicana Slim Nutty Chocolate Cookies 200gr - Snack Bebas Gula,22346632,57500,Surabaya Osowilangun,16,0,16,0,0,0,0
Tropicana Slim Nutty Chocolate Cookies 200gr - Snack Bebas Gula,22346632,57500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Nutty Chocolate Cookies 200gr - Snack Bebas Gula,22346632,57500,Bandung Nasution,26,0,26,0,0,0,0
Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,323365298,107700,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,323365298,107700,Jakarta Cakung,166,0,166,0,0,0,0
Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,323365298,107700,Surabaya Osowilangun,46,0,46,0,0,0,0
Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,323365298,107700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Minyak Kanola 946ml - Pure Canola Oil,323365298,107700,Bandung Nasution,2,0,2,0,0,0,0
HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,502942041,130000,Surabaya Osowilangun,32,0,32,0,0,0,0
HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,502942041,130000,Medan Amplas,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,502942041,130000,Bandung Nasution,23,0,23,0,0,0,0
HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,502942041,130000,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Platinum Swiss Chocolate (12 Sachet) - Susu Tinggi Kalsium,502942041,130000,Jakarta Cakung,159,0,159,0,0,0,0
Tropicana Slim French Butter Souffle Coffee (4 Sch) - Tanpa Gula Pasir,7418718800,24100,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim French Butter Souffle Coffee (4 Sch) - Tanpa Gula Pasir,7418718800,24100,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim French Butter Souffle Coffee (4 Sch) - Tanpa Gula Pasir,7418718800,24100,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim French Butter Souffle Coffee (4 Sch) - Tanpa Gula Pasir,7418718800,24100,Bandung Nasution,0,0,0,0,0,0,0
HiLo School Honey 500gr - Susu Tinggi Kalsium,502388672,103500,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo School Honey 500gr - Susu Tinggi Kalsium,502388672,103500,Jakarta Cakung,20,20,0,0,0,0,0
HiLo School Honey 500gr - Susu Tinggi Kalsium,502388672,103500,Surabaya Osowilangun,8,8,0,0,0,0,0
HiLo School Honey 500gr - Susu Tinggi Kalsium,502388672,103500,Medan Amplas,0,0,0,0,0,0,0
HiLo School Honey 500gr - Susu Tinggi Kalsium,502388672,103500,Bandung Nasution,3,3,0,0,0,0,0
Tropicana Slim Sweetener Diabtx (50 Sch) & Avocado Coffee (4 Sch),1771606405,79500,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sweetener Diabtx (50 Sch) & Avocado Coffee (4 Sch),1771606405,79500,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Sweetener Diabtx (50 Sch) & Avocado Coffee (4 Sch),1771606405,79500,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sweetener Diabtx (50 Sch) & Avocado Coffee (4 Sch),1771606405,79500,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Sweetener Diabtx (50 Sch) & Avocado Coffee (4 Sch),1771606405,79500,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Sweetener Gula Aren (50 Sch),6539815731,52800,Jakarta Cakung,188,0,188,0,0,0,0
Tropicana Slim Sweetener Gula Aren (50 Sch),6539815731,52800,Surabaya Osowilangun,22,0,12,10,0,0,0
Tropicana Slim Sweetener Gula Aren (50 Sch),6539815731,52800,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sweetener Gula Aren (50 Sch),6539815731,52800,Bandung Nasution,2,0,2,0,0,0,0
Tropicana Slim Sweetener I-Sweet - Pengganti Gula,333439740,31000,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Sweetener I-Sweet - Pengganti Gula,333439740,31000,Jakarta Cakung,39,0,39,0,0,0,0
Tropicana Slim Sweetener I-Sweet - Pengganti Gula,333439740,31000,Surabaya Osowilangun,18,0,18,0,0,0,0
Tropicana Slim Sweetener I-Sweet - Pengganti Gula,333439740,31000,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Sweetener I-Sweet - Pengganti Gula,333439740,31000,Bandung Nasution,11,0,11,0,0,0,0
NutriSari Jeruk Maroko (40 Sch),627612802,62000,Medan Amplas,0,0,0,0,0,0,0
NutriSari Jeruk Maroko (40 Sch),627612802,62000,Bandung Nasution,14,0,14,0,0,0,0
NutriSari Jeruk Maroko (40 Sch),627612802,62000,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari Jeruk Maroko (40 Sch),627612802,62000,Jakarta Cakung,41,0,41,0,0,0,0
NutriSari Jeruk Maroko (40 Sch),627612802,62000,Surabaya Osowilangun,20,0,20,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,8600,Jakarta Cakung,17,17,0,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,8600,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,8600,Medan Amplas,0,0,0,0,0,0,0
HiLo School Chocolate 200ml (1 pc) - Susu Tinggi Kalsium,6811191149,8600,Bandung Nasution,0,0,0,0,0,0,0
FREE Orange Cocoa - 3 x Tropicana Slim Hokkaido Cheese Cookies (5 Sch),7575471350,106400,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: L-Men Lose Weight Avocado Coffee 300gr,7693872882,367600,Jakarta Cakung,19,0,19,0,0,0,0
Twin Pack: L-Men Lose Weight Avocado Coffee 300gr,7693872882,367600,Surabaya Osowilangun,3,0,3,0,0,0,0
Twin Pack: L-Men Lose Weight Avocado Coffee 300gr,7693872882,367600,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: L-Men Lose Weight Avocado Coffee 300gr,7693872882,367600,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack - HiLo School Vanilla Vegiberi 750 gram -Susu Tinggi Kalsium,9388315367,299000,Jakarta Cakung,5,0,5,0,0,0,0
Twin Pack - HiLo School Vanilla Vegiberi 750 gram -Susu Tinggi Kalsium,9388315367,299000,Surabaya Osowilangun,2,0,2,0,0,0,0
Twin Pack - HiLo School Vanilla Vegiberi 750 gram -Susu Tinggi Kalsium,9388315367,299000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack - HiLo School Vanilla Vegiberi 750 gram -Susu Tinggi Kalsium,9388315367,299000,Bandung Nasution,1,0,1,0,0,0,0
Spesial Promo - L-Men Lose Weight Mango Sticky Rice 300g Near Expired,10437481242,183800,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,299000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,299000,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,299000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,299000,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: HiLo Teen Chocolate 750gr - Susu Tinggi Kalsium,1138851903,299000,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,1589902503,26700,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,1589902503,26700,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,1589902503,26700,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,1589902503,26700,Jakarta Cakung,48,0,48,0,0,0,0
Tropicana Slim Avocado Coffee (4 Sch) - Kopi Bebas Gula,1589902503,26700,Surabaya Osowilangun,18,0,18,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (5 Sch) + I-Sweet,1609784780,59800,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (5 Sch) + I-Sweet,1609784780,59800,Bandung Nasution,3,0,3,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (5 Sch) + I-Sweet,1609784780,59800,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (5 Sch) + I-Sweet,1609784780,59800,Jakarta Cakung,3,0,3,0,0,0,0
Tropicana Slim Hokkaido Cheese Cookies (5 Sch) + I-Sweet,1609784780,59800,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo School 500gr All Variant - Susu Tinggi Kalsium Rendah Lemak - Cotton Candy,7503810571,96400,Surabaya Osowilangun,12,12,0,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,149500,Surabaya Osowilangun,9,0,9,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,149500,Medan Amplas,0,0,0,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,149500,Bandung Nasution,3,0,3,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,149500,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo School Vanilla Vegiberi 750gr - Susu Tinggi Kalsium,326232858,149500,Jakarta Cakung,21,0,21,0,0,0,0
HiLo Active Vanilla 500gr - Susu Tinggi Kalsium,326242917,124900,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Active Vanilla 500gr - Susu Tinggi Kalsium,326242917,124900,Jakarta Cakung,28,0,28,0,0,0,0
HiLo Active Vanilla 500gr - Susu Tinggi Kalsium,326242917,124900,Surabaya Osowilangun,14,0,14,0,0,0,0
HiLo Active Vanilla 500gr - Susu Tinggi Kalsium,326242917,124900,Medan Amplas,0,0,0,0,0,0,0
HiLo Active Vanilla 500gr - Susu Tinggi Kalsium,326242917,124900,Bandung Nasution,8,0,8,0,0,0,0
NutriSari Jeruk Peras Refill 500gr,1070573745,47100,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari Jeruk Peras Refill 500gr,1070573745,47100,Jakarta Cakung,155,0,155,0,0,0,0
NutriSari Jeruk Peras Refill 500gr,1070573745,47100,Surabaya Osowilangun,91,0,91,0,0,0,0
NutriSari Jeruk Peras Refill 500gr,1070573745,47100,Medan Amplas,0,0,0,0,0,0,0
NutriSari Jeruk Peras Refill 500gr,1070573745,47100,Bandung Nasution,15,0,15,0,0,0,0
HiLo Teen Vanilla Caramel 500gr & Original 400gr - Susu Tinggi Kalsium,7408333531,207000,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Teen Vanilla Caramel 500gr & Original 400gr - Susu Tinggi Kalsium,7408333531,207000,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Teen Vanilla Caramel 500gr & Original 400gr - Susu Tinggi Kalsium,7408333531,207000,Medan Amplas,0,0,0,0,0,0,0
HiLo Teen Vanilla Caramel 500gr & Original 400gr - Susu Tinggi Kalsium,7408333531,207000,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack - HiLo Active Chocolate 500 gram - Susu Tinggi Kalsium,9388257630,249800,Medan Amplas,0,0,0,0,0,0,0
Twin Pack - HiLo Active Chocolate 500 gram - Susu Tinggi Kalsium,9388257630,249800,Bandung Nasution,2,0,2,0,0,0,0
Twin Pack - HiLo Active Chocolate 500 gram - Susu Tinggi Kalsium,9388257630,249800,Jakarta Cakung,11,0,11,0,0,0,0
Twin Pack - HiLo Active Chocolate 500 gram - Susu Tinggi Kalsium,9388257630,249800,Surabaya Osowilangun,2,0,2,0,0,0,0
1 Karton - HiLo Platinum + HMB 8 Sachet (12 pcs) - Susu Tinggi Protein,10472618336,1.818e+06,Surabaya Osowilangun,0,0,0,0,0,0,0
1 Karton - HiLo Platinum + HMB 8 Sachet (12 pcs) - Susu Tinggi Protein,10472618336,1.818e+06,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack - Tropicana Slim Gula Buah 50 Sachet - Pemanis Alami,11271635939,141000,Jakarta Cakung,18,0,18,0,0,0,0
Twin Pack - Tropicana Slim Gula Buah 50 Sachet - Pemanis Alami,11271635939,141000,Surabaya Osowilangun,13,0,8,5,0,0,0
Twin Pack - Tropicana Slim Gula Buah 50 Sachet - Pemanis Alami,11271635939,141000,Bandung Nasution,0,0,0,0,0,0,0
Spesial Promo - Lokalate Kopi Alpukat (10 Sch) Near Expired,11932210612,18300,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack - L-Men Protein Bar Strongberry 12 Sachet - Tinggi Protein,12246796199,264000,Bandung Nasution,6,0,6,0,0,0,0
Twin Pack - L-Men Protein Bar Strongberry 12 Sachet - Tinggi Protein,12246796199,264000,Jakarta Cakung,85,0,85,0,0,0,0
Twin Pack - L-Men Protein Bar Strongberry 12 Sachet - Tinggi Protein,12246796199,264000,Surabaya Osowilangun,15,0,15,0,0,0,0
Spesial Promo - Tropicana Slim Kecap Asin 200ml - Near Expired,12564262700,30400,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Sirup Leci 750ml,1043053745,79000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Sirup Leci 750ml,1043053745,79000,Jakarta Cakung,20,0,20,0,0,0,0
Twin Pack: Tropicana Slim Sirup Leci 750ml,1043053745,79000,Surabaya Osowilangun,3,0,3,0,0,0,0
Twin Pack: Tropicana Slim Sirup Leci 750ml,1043053745,79000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Sirup Leci 750ml,1043053745,79000,Bandung Nasution,1,0,1,0,0,0,0
NutriSari NUTRI C-1000 Jeruk (40 Sch) - Vitamin C 1000mg,1968816845,62000,Bandung Nasution,0,0,0,0,0,0,0
NutriSari NUTRI C-1000 Jeruk (40 Sch) - Vitamin C 1000mg,1968816845,62000,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari NUTRI C-1000 Jeruk (40 Sch) - Vitamin C 1000mg,1968816845,62000,Jakarta Cakung,0,0,0,0,0,0,0
NutriSari NUTRI C-1000 Jeruk (40 Sch) - Vitamin C 1000mg,1968816845,62000,Surabaya Osowilangun,0,0,0,0,0,0,0
NutriSari NUTRI C-1000 Jeruk (40 Sch) - Vitamin C 1000mg,1968816845,62000,Medan Amplas,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo School Chocolate 1000gr (6) - Susu Tinggi Kalsium,4076153105,1.152e+06,Jakarta Cakung,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo School Chocolate 1000gr (6) - Susu Tinggi Kalsium,4076153105,1.152e+06,Surabaya Osowilangun,0,0,0,0,0,0,0
Paket 2 Bulan - HiLo School Chocolate 1000gr (6) - Susu Tinggi Kalsium,4076153105,1.152e+06,Bandung Nasution,0,0,0,0,0,0,0
Twin Pack - Tropicana Slim French Butter Souffle Coffee 10 Sch,10955432595,115400,Jakarta Cakung,61,0,61,0,0,0,0
Twin Pack - Tropicana Slim French Butter Souffle Coffee 10 Sch,10955432595,115400,Surabaya Osowilangun,6,0,6,0,0,0,0
Twin Pack - Tropicana Slim French Butter Souffle Coffee 10 Sch,10955432595,115400,Bandung Nasution,25,0,25,0,0,0,0
Tropicana Slim Beras Merah Organik 1 KG  - Beras Merah Pulen,11893254001,42000,Surabaya Osowilangun,36,0,36,0,0,0,0
Tropicana Slim Beras Merah Organik 1 KG  - Beras Merah Pulen,11893254001,42000,Bandung Nasution,16,0,16,0,0,0,0
Tropicana Slim Beras Merah Organik 1 KG  - Beras Merah Pulen,11893254001,42000,Jakarta Cakung,197,0,197,0,0,0,0
24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),12691476095,264000,Jakarta Cakung,428,0,428,0,0,0,0
24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),12691476095,264000,Surabaya Osowilangun,33,0,33,0,0,0,0
24 Packs - Tropicana Slim Collagen Shot Peach Blossom 190ml (24pcs),12691476095,264000,Bandung Nasution,10,0,10,0,0,0,0
Harga Spesial - Tropicana Slim Minyak Jagung 1000ml (Pouch),12963577801,111300,Jakarta Cakung,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Minyak Jagung 946ml - Pure Corn Oil,988180530,240000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Minyak Jagung 946ml - Pure Corn Oil,988180530,240000,Jakarta Cakung,38,0,38,0,0,0,0
Twin Pack: Tropicana Slim Minyak Jagung 946ml - Pure Corn Oil,988180530,240000,Surabaya Osowilangun,4,0,4,0,0,0,0
Twin Pack: Tropicana Slim Minyak Jagung 946ml - Pure Corn Oil,988180530,240000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: Tropicana Slim Minyak Jagung 946ml - Pure Corn Oil,988180530,240000,Bandung Nasution,1,0,1,0,0,0,0
Twin Pack: HiLo Active Chocolate 1000gr - Susu Tinggi Kalsium,1335250936,410000,Jakarta Cakung,22,0,22,0,0,0,0
Twin Pack: HiLo Active Chocolate 1000gr - Susu Tinggi Kalsium,1335250936,410000,Surabaya Osowilangun,8,0,8,0,0,0,0
Twin Pack: HiLo Active Chocolate 1000gr - Susu Tinggi Kalsium,1335250936,410000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Active Chocolate 1000gr - Susu Tinggi Kalsium,1335250936,410000,Bandung Nasution,1,0,1,0,0,0,0
Twin Pack: HiLo Active Chocolate 1000gr - Susu Tinggi Kalsium,1335250936,410000,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3312298652,26000,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3312298652,26000,Bandung Nasution,0,0,0,0,0,0,0
Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3312298652,26000,Surabaya Rungkut,0,0,0,0,0,0,0
Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3312298652,26000,Jakarta Cakung,0,0,0,0,0,0,0
Tropicana Slim Mint Cocoa (4 Sch) - Minuman Bebas Gula,3312298652,26000,Surabaya Osowilangun,0,0,0,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread 300gr – Selai Tanpa Gula,7107949171,99800,Jakarta Cakung,292,0,292,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread 300gr – Selai Tanpa Gula,7107949171,99800,Surabaya Osowilangun,26,0,26,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread 300gr – Selai Tanpa Gula,7107949171,99800,Medan Amplas,0,0,0,0,0,0,0
Tropicana Slim Peanut Almond Butter Spread 300gr – Selai Tanpa Gula,7107949171,99800,Bandung Nasution,2,0,2,0,0,0,0
HiLo Chocolate (10 Sch) - Minuman dengan Cokelat Tinggi Kalsium,12847999504,18900,Jakarta Cakung,114,0,114,0,0,0,0
HiLo Chocolate (10 Sch) - Minuman dengan Cokelat Tinggi Kalsium,12847999504,18900,Surabaya Osowilangun,20,0,20,0,0,0,0
HiLo Chocolate (10 Sch) - Minuman dengan Cokelat Tinggi Kalsium,12847999504,18900,Bandung Nasution,18,0,18,0,0,0,0
Twin Pack: HiLo Gold Chocolate 500gr - Susu Tinggi Kalsium,1130728599,190000,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo Gold Chocolate 500gr - Susu Tinggi Kalsium,1130728599,190000,Bandung Nasution,5,0,5,0,0,0,0
Twin Pack: HiLo Gold Chocolate 500gr - Susu Tinggi Kalsium,1130728599,190000,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo Gold Chocolate 500gr - Susu Tinggi Kalsium,1130728599,190000,Jakarta Cakung,2,0,2,0,0,0,0
Twin Pack: HiLo Gold Chocolate 500gr - Susu Tinggi Kalsium,1130728599,190000,Surabaya Osowilangun,4,0,4,0,0,0,0
Twin Pack: HiLo School Chocolate Gusset 10 Sch - Susu Tinggi Kalsium,1130920711,123800,Medan Amplas,0,0,0,0,0,0,0
Twin Pack: HiLo School Chocolate Gusset 10 Sch - Susu Tinggi Kalsium,1130920711,123800,Bandung Nasution,2,0,2,0,0,0,0
Twin Pack: HiLo School Chocolate Gusset 10 Sch - Susu Tinggi Kalsium,1130920711,123800,Surabaya Rungkut,0,0,0,0,0,0,0
Twin Pack: HiLo School Chocolate Gusset 10 Sch - Susu Tinggi Kalsium,1130920711,123800,Jakarta Cakung,9,0,9,0,0,0,0
Twin Pack: HiLo School Chocolate Gusset 10 Sch - Susu Tinggi Kalsium,1130920711,123800,Surabaya Osowilangun,0,0,0,0,0,0,0
Bundling Radiant Package - Tropicana Slim Collagen Drink Strawberry 200g & YSB Hybrid Elixir Lip Optimizer Serum (5 gr),13795068650,357000,Jakarta Cakung,22,0,22,0,0,0,0
HiLo School Chocolate 500gr,490166602,103500,Jakarta Cakung,44,0,44,0,0,0,0
HiLo School Chocolate 500gr,490166602,103500,Surabaya Osowilangun,18,0,18,0,0,0,0
HiLo School Chocolate 500gr,490166602,103500,Medan Amplas,0,0,0,0,0,0,0
HiLo School Chocolate 500gr,490166602,103500,Bandung Nasution,0,0,0,0,0,0,0
HiLo School Chocolate 500gr,490166602,103500,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari Jeruk Nipis (40 Sch),644612469,62000,Surabaya Rungkut,0,0,0,0,0,0,0
NutriSari Jeruk Nipis (40 Sch),644612469,62000,Jakarta Cakung,76,0,66,10,0,0,0
NutriSari Jeruk Nipis (40 Sch),644612469,62000,Surabaya Osowilangun,110,0,100,10,0,0,0
NutriSari Jeruk Nipis (40 Sch),644612469,62000,Medan Amplas,0,0,0,0,0,0,0
NutriSari Jeruk Nipis (40 Sch),644612469,62000,Bandung Nasution,56,0,56,0,0,0,0
L-Men Protein Crunch BBQ Beef (20gr),1395719416,14500,Medan Amplas,0,0,0,0,0,0,0
L-Men Protein Crunch BBQ Beef (20gr),1395719416,14500,Bandung Nasution,21,0,21,0,0,0,0
L-Men Protein Crunch BBQ Beef (20gr),1395719416,14500,Surabaya Rungkut,0,0,0,0,0,0,0
L-Men Protein Crunch BBQ Beef (20gr),1395719416,14500,Jakarta Cakung,9,0,9,0,0,0,0
L-Men Protein Crunch BBQ Beef (20gr),1395719416,14500,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Es Pisang Ijo (10 Sch),3176644858,18900,Surabaya Rungkut,0,0,0,0,0,0,0
HiLo Es Pisang Ijo (10 Sch),3176644858,18900,Jakarta Cakung,0,0,0,0,0,0,0
HiLo Es Pisang Ijo (10 Sch),3176644858,18900,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo Es Pisang Ijo (10 Sch),3176644858,18900,Medan Amplas,0,0,0,0,0,0,0
HiLo Es Pisang Ijo (10 Sch),3176644858,18900,Bandung Nasution,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (1 pc),6811448424,8600,Jakarta Cakung,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (1 pc),6811448424,8600,Surabaya Osowilangun,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (1 pc),6811448424,8600,Medan Amplas,0,0,0,0,0,0,0
HiLo School Cotton Candy 200ml - Ready to Drink (1 pc),6811448424,8600,Bandung Nasution,0,0,0,0,0,0,0
Spesial Promo - Tropicana Slim Chocolate Spread 300g - Near Expired,11932218506,103100,Jakarta Cakung,0,0,0,0,0,0,0
Beauty Diet Pack - Tropicana Slim Beras Porang 1000g + Collagen Drink ,12848227475,448000,Jakarta Cakung,6,0,6,0,0,0,0
Beauty Diet Pack - Tropicana Slim Beras Porang 1000g + Collagen Drink ,12848227475,448000,Surabaya Osowilangun,6,0,6,0,0,0,0
Tropicana Slim Minyak Jagung 946ml (Botol),394492579,120000,Surabaya Osowilangun,7,0,7,0,0,0,0
Tropicana Slim Minyak Jagung 946ml (Botol),394492579,120000,Medan Amplas,0,0,0,0,0,0,0
